total_shipments_analyzed,avg_transit_hours,median_transit_hours,std_dev_transit_hours,min_transit_hours,max_transit_hours,avg_facilities_per_shipment,median_facilities_per_shipment,mode_facilities_per_shipment,avg_hours_per_facility,median_hours_per_facility,avg_transit_hours_by_service_type_FEDEX_EXPRESS_SAVER,avg_facilities_by_service_type_FEDEX_EXPRESS_SAVER,count_shipments_by_service_type_FEDEX_EXPRESS_SAVER,pct_first_attempt_delivery,avg_out_for_delivery_attempts
99,94.006734006734,93.25,64.82974868634497,15.333333333333334,544.2833333333333,0.0,0.0,0,NULL,NULL,94.006734006734,0.0,99,1.282051282051282,0.9696969696969697
